POL_ID,TAB_ORIGIN
55100166261,Overcharged
55100166682,Overcharged
55100166921,Overcharged
55100168059,Overcharged
55100168142,Overcharged
55100168190,Overcharged
55100168800,Overcharged
55100168824,Overcharged
55100169045,Overcharged
55100169166,Overcharged
55100169291,Overcharged
55100169323,Overcharged
55100169529,Overcharged
55100169671,Overcharged
55100170153,Overcharged
55100170505,Overcharged
55100171478,Overcharged
55100171720,Overcharged
55100171844,Overcharged
55100172105,Overcharged
55100172259,Overcharged
55100172992,Overcharged
55100173013,Overcharged
55100173185,Overcharged
55100173225,Overcharged
55100173456,Overcharged
55100173979,Overcharged
55100174062,Overcharged
55100174107,Overcharged
55100174110,Overcharged
55100174661,Overcharged
55100175291,Overcharged
55100175663,Overcharged
55100176212,Overcharged
55100178618,Overcharged
55100178748,Overcharged
55100178807,Overcharged
55100179144,Overcharged
55100179322,Overcharged
55100181221,Overcharged
55100181952,Overcharged
55100182169,Overcharged
55100182880,Overcharged
55100183263,Overcharged
55100183631,Overcharged
55100183854,Overcharged
55100184662,Overcharged
55100187151,Overcharged
55100188066,Overcharged
55100190364,Overcharged
55100190668,Overcharged
55100195185,Overcharged
55100195208,Overcharged
55100195615,Overcharged
55100196305,Overcharged
55100197263,Overcharged
55100198020,Overcharged
55100198290,Overcharged
55100199133,Overcharged
55100199233,Overcharged
55100199723,Overcharged
55100200204,Overcharged
55100200547,Overcharged
55100200557,Overcharged
55100200884,Overcharged
55100201072,Overcharged
55100201232,Overcharged
55100201609,Overcharged
55100202045,Overcharged
55100203046,Overcharged
55100203183,Overcharged
55100204304,Overcharged
55100204516,Overcharged
55100204998,Overcharged
55100205749,Overcharged
55100206099,Overcharged
55100206213,Overcharged
55100206587,Overcharged
55100206705,Overcharged
55100206964,Overcharged
55100207170,Overcharged
55100207248,Overcharged
55100207537,Overcharged
55100207824,Overcharged
55100208769,Overcharged
55100208814,Overcharged
55100208929,Overcharged
55100209009,Overcharged
55100209186,Overcharged
55100209287,Overcharged
55100209718,Overcharged
55100209795,Overcharged
55100209938,Overcharged
55100210124,Overcharged
55100210279,Overcharged
55100210365,Overcharged
55100210495,Overcharged
55100210957,Overcharged
55100211098,Overcharged
55100211151,Overcharged
55100211575,Overcharged
55100211578,Overcharged
55100211713,Overcharged
55100212038,Overcharged
55100212146,Overcharged
55100212307,Overcharged
55100213034,Overcharged
55100213303,Overcharged
55100213395,Overcharged
55100213427,Overcharged
55100213558,Overcharged
55100213632,Overcharged
55100213692,Overcharged
55100213823,Overcharged
55100213937,Overcharged
55100214162,Overcharged
55100214239,Overcharged
55100214313,Overcharged
55100214339,Overcharged
55100215063,Overcharged
55100215067,Overcharged
55100215290,Overcharged
55100215480,Overcharged
55100215899,Overcharged
55100216037,Overcharged
55100216249,Overcharged
55100216686,Overcharged
55100216707,Overcharged
55100217072,Overcharged
55100217175,Overcharged
55100217253,Overcharged
55100217269,Overcharged
55100217377,Overcharged
55100217493,Overcharged
55100217896,Overcharged
55100217964,Overcharged
55100218367,Overcharged
55100218422,Overcharged
55100218574,Overcharged
55100219007,Overcharged
55100219415,Overcharged
55100219625,Overcharged
55100219637,Overcharged
55100219641,Overcharged
55100219717,Overcharged
55100219777,Overcharged
55100220032,Overcharged
55100220120,Overcharged
55100220254,Overcharged
55100220481,Overcharged
55100220506,Overcharged
55100220575,Overcharged
55100220835,Overcharged
55100220899,Overcharged
55100220959,Overcharged
55100221047,Overcharged
55100221302,Overcharged
55100221660,Overcharged
55100221871,Overcharged
55100222034,Overcharged
55100222196,Overcharged
55100222221,Overcharged
55100222503,Overcharged
55100222563,Overcharged
55100222592,Overcharged
55100222843,Overcharged
55100222925,Overcharged
55100222992,Overcharged
55100223044,Overcharged
55100223065,Overcharged
55100223170,Overcharged
55100223308,Overcharged
55100223329,Overcharged
55100223375,Overcharged
55100223668,Overcharged
55100223762,Overcharged
55100224025,Overcharged
55100224058,Overcharged
55100224268,Overcharged
55100224395,Overcharged
55100224709,Overcharged
55100224826,Overcharged
55100225009,Overcharged
55100225035,Overcharged
55100225284,Overcharged
55100225290,Overcharged
55100225442,Overcharged
55100225590,Overcharged
55100225644,Overcharged
55100225687,Overcharged
55100226051,Overcharged
55100226501,Overcharged
55100226842,Overcharged
55100226876,Overcharged
55100226977,Overcharged
55100227073,Overcharged
55100227120,Overcharged
55100227318,Overcharged
55100227443,Overcharged
55100227577,Overcharged
55100227638,Overcharged
55100227799,Overcharged
55100227966,Overcharged
55100228080,Overcharged
55100228102,Overcharged
55100228155,Overcharged
55100228307,Overcharged
55100228424,Overcharged
55100228514,Overcharged
55100228575,Overcharged
55100228643,Overcharged
55100228877,Overcharged
55100228892,Overcharged
55100229249,Overcharged
55100229330,Overcharged
55100229369,Overcharged
55100229457,Overcharged
55100229491,Overcharged
55100229711,Overcharged
55100229783,Overcharged
55100229872,Overcharged
55100229881,Overcharged
55100229978,Overcharged
55100230017,Overcharged
55100230140,Overcharged
55100230263,Overcharged
55100230732,Overcharged
55100230779,Overcharged
55100230856,Overcharged
55100231152,Overcharged
55100231280,Overcharged
55100231674,Overcharged
55100231717,Overcharged
55100232086,Overcharged
55100232400,Overcharged
55100232438,Overcharged
55100232517,Overcharged
55100233048,Overcharged
55100233053,Overcharged
55100233539,Overcharged
55100233611,Overcharged
55100233654,Overcharged
55100233761,Overcharged
55100233876,Overcharged
55100234291,Overcharged
55100234695,Overcharged
55100234732,Overcharged
55100234807,Overcharged
55100234993,Overcharged
55100235015,Overcharged
55100235113,Overcharged
55100235337,Overcharged
55100235527,Overcharged
55100235537,Overcharged
55100235724,Overcharged
55100235927,Overcharged
55100235990,Overcharged
55100236258,Overcharged
55100236348,Overcharged
55100236579,Overcharged
55100236651,Overcharged
55100236694,Overcharged
55100237437,Overcharged
55100237458,Overcharged
55100237615,Overcharged
55100237833,Overcharged
55100237890,Overcharged
55100238183,Overcharged
55100238202,Overcharged
55100238218,Overcharged
55100238251,Overcharged
55100238421,Overcharged
55100238647,Overcharged
55100238961,Overcharged
55100239436,Overcharged
55100239486,Overcharged
55100239502,Overcharged
55100239735,Overcharged
55100239740,Overcharged
55100239857,Overcharged
55100239984,Overcharged
55100240034,Overcharged
55100240940,Overcharged
55100240943,Overcharged
55100241678,Overcharged
55100241849,Overcharged
55100241922,Overcharged
55100242035,Overcharged
55100242122,Overcharged
55100242417,Overcharged
55100242602,Overcharged
55100242626,Overcharged
55100242834,Overcharged
55100242880,Overcharged
55100243009,Overcharged
55100243583,Overcharged
55100243629,Overcharged
55100244793,Overcharged
55100246741,Overcharged
55100247437,Overcharged
55100247527,Overcharged
55100249130,Overcharged
55100249467,Overcharged
55100249667,Overcharged
55100250354,Overcharged
55100250579,Overcharged
55100250964,Overcharged
55100251866,Overcharged
55100251903,Overcharged
55100251914,Overcharged
55100252262,Overcharged
55100252376,Overcharged
55100252930,Overcharged
55100253025,Overcharged
55100253438,Overcharged
55100253514,Overcharged
55100253645,Overcharged
55100253745,Overcharged
55100253791,Overcharged
55100253880,Overcharged
55100253920,Overcharged
55100254406,Overcharged
55100254416,Overcharged
55100254490,Overcharged
55100254677,Overcharged
55100254703,Overcharged
55100254901,Overcharged
55100255124,Overcharged
55100255129,Overcharged
55100255295,Overcharged
55100255426,Overcharged
55100255547,Overcharged
55100255592,Overcharged
55100255595,Overcharged
55100255613,Overcharged
55100255828,Overcharged
55100255955,Overcharged
55100255972,Overcharged
55100256086,Overcharged
55100256103,Overcharged
55100256264,Overcharged
55100256667,Overcharged
55100256855,Overcharged
55100256972,Overcharged
55100257079,Overcharged
55100257283,Overcharged
55100257533,Overcharged
55100257652,Overcharged
55100257680,Overcharged
55100257721,Overcharged
55100257964,Overcharged
55100258348,Overcharged
55100258558,Overcharged
55100258647,Overcharged
55100258757,Overcharged
55100258820,Overcharged
55100258941,Overcharged
55100259009,Overcharged
55100259188,Overcharged
55100259227,Overcharged
55100259276,Overcharged
55100259451,Overcharged
55100259618,Overcharged
55100259972,Overcharged
55100260365,Overcharged
55100260497,Overcharged
55100260639,Overcharged
55100260870,Overcharged
55100261008,Overcharged
55100261312,Overcharged
55100262099,Overcharged
55100262318,Overcharged
55100262566,Overcharged
55100262585,Overcharged
55100262613,Overcharged
55100262808,Overcharged
55100262917,Overcharged
55100263418,Overcharged
55100263484,Overcharged
55100263543,Overcharged
55100263741,Overcharged
55100264424,Overcharged
55100264482,Overcharged
55100264498,Overcharged
55100264536,Overcharged
55100264549,Overcharged
55100264616,Overcharged
55100264884,Overcharged
55100265078,Overcharged
55100265843,Overcharged
55100265895,Overcharged
55100265980,Overcharged
55100266081,Overcharged
55100266609,Overcharged
55100266618,Overcharged
55100266709,Overcharged
55100266769,Overcharged
55100266851,Overcharged
55100266918,Overcharged
55100266964,Overcharged
55100266978,Overcharged
55100267320,Overcharged
55100267424,Overcharged
55100267445,Overcharged
55100267700,Overcharged
55100267807,Overcharged
55100267822,Overcharged
55100267886,Overcharged
55100267974,Overcharged
55100268116,Overcharged
55100268293,Overcharged
55100268380,Overcharged
55100268415,Overcharged
55100268628,Overcharged
55100268721,Overcharged
55100269138,Overcharged
55100269179,Overcharged
55100269190,Overcharged
55100269234,Overcharged
55100269257,Overcharged
55100269421,Overcharged
55100269486,Overcharged
55100269895,Overcharged
55100269938,Overcharged
55100270542,Overcharged
55100270726,Overcharged
55100271155,Overcharged
55100271181,Overcharged
55100271212,Overcharged
55100271350,Overcharged
55100271710,Overcharged
55100272168,Overcharged
55100272270,Overcharged
55100272298,Overcharged
55100272885,Overcharged
55100272907,Overcharged
55100272992,Overcharged
55100273000,Overcharged
55100273067,Overcharged
55100273103,Overcharged
55100273185,Overcharged
55100273576,Overcharged
55100273661,Overcharged
55100273788,Overcharged
55100274212,Overcharged
55100274356,Overcharged
55100274362,Overcharged
55100274390,Overcharged
55100274499,Overcharged
55100274506,Overcharged
55100274834,Overcharged
55100274908,Overcharged
55100275292,Overcharged
55100275756,Overcharged
55100275893,Overcharged
55100275932,Overcharged
55100276018,Overcharged
55100276332,Overcharged
55100276438,Overcharged
55100276658,Overcharged
55100276698,Overcharged
55100276710,Overcharged
55100276788,Overcharged
55100276905,Overcharged
55100277107,Overcharged
55100277192,Overcharged
55100277434,Overcharged
55100277659,Overcharged
55100277731,Overcharged
55100277768,Overcharged
55100277793,Overcharged
55100278877,Overcharged
55100278947,Overcharged
55100280152,Overcharged
55100280319,Overcharged
55100280381,Overcharged
55100280549,Overcharged
55100280677,Overcharged
55100280761,Overcharged
55100281083,Overcharged
55100281502,Overcharged
55100281979,Overcharged
55100282006,Overcharged
55100282025,Overcharged
55100282222,Overcharged
55100282530,Overcharged
55100282829,Overcharged
55100282841,Overcharged
55100282904,Overcharged
55100283137,Overcharged
55100283477,Overcharged
55100283534,Overcharged
55100283600,Overcharged
55100283620,Overcharged
55100283821,Overcharged
55100283917,Overcharged
55100284195,Overcharged
55100284271,Overcharged
55100284282,Overcharged
55100284745,Overcharged
55100285327,Overcharged
55100285600,Overcharged
55100285656,Overcharged
55100285822,Overcharged
55100286129,Overcharged
55100286465,Overcharged
55100286522,Overcharged
55100286738,Overcharged
55100286753,Overcharged
55100286835,Overcharged
55100286918,Overcharged
55100287218,Overcharged
55100287531,Overcharged
55100287704,Overcharged
55100287745,Overcharged
55100287816,Overcharged
55100288130,Overcharged
55100288384,Overcharged
55100288772,Overcharged
55100288794,Overcharged
55100289282,Overcharged
55100289790,Overcharged
55100289822,Overcharged
55100289884,Overcharged
55100289915,Overcharged
55100290078,Overcharged
55100290358,Overcharged
55100290805,Overcharged
55100291137,Overcharged
55100291230,Overcharged
55100291274,Overcharged
55100291643,Overcharged
55100291739,Overcharged
55100291781,Overcharged
55100291831,Overcharged
55100291903,Overcharged
55100292089,Overcharged
55100292256,Overcharged
55100292390,Overcharged
55100292469,Overcharged
55100292551,Overcharged
55100292603,Overcharged
55100292610,Overcharged
55100292761,Overcharged
55100293992,Overcharged
55100294466,Overcharged
55100294805,Overcharged
55100294921,Overcharged
55100294931,Overcharged
55100295023,Overcharged
55100295025,Overcharged
55100295100,Overcharged
55100297434,Overcharged
55100299266,Overcharged
55100300184,Overcharged
55100302147,Overcharged
55100304688,Overcharged
55100304872,Overcharged
55100305252,Overcharged
55100305566,Overcharged
55100306716,Overcharged
55100306754,Overcharged
55100307798,Overcharged
55100309048,Overcharged
55100309587,Overcharged
55100310136,Overcharged
55100310321,Overcharged
55100311178,Overcharged
55100311467,Overcharged
55100311627,Overcharged
55100311636,Overcharged
55100311663,Overcharged
55100311809,Overcharged
55100311978,Overcharged
55100312081,Overcharged
55100312604,Overcharged
55100312606,Overcharged
55100312620,Overcharged
55100313294,Overcharged
55100313298,Overcharged
55100313739,Overcharged
55100313813,Overcharged
55100313862,Overcharged
55100315098,Overcharged
55100315442,Overcharged
55100315450,Overcharged
55100316143,Overcharged
55100316197,Overcharged
55100316986,Overcharged
55100317020,Overcharged
55100317361,Overcharged
55100317468,Overcharged
55100317818,Overcharged
55100317919,Overcharged
55100317923,Overcharged
55100318111,Overcharged
55100318113,Overcharged
55100318285,Overcharged
55100318732,Overcharged
55100318775,Overcharged
55100318868,Overcharged
55100319441,Overcharged
55100319534,Overcharged
55100319689,Overcharged
55100320156,Overcharged
55100320231,Overcharged
55100320254,Overcharged
55100320365,Overcharged
55100320433,Overcharged
55100320520,Overcharged
55100320932,Overcharged
55100321238,Overcharged
55100321447,Overcharged
55100321643,Overcharged
55100321661,Overcharged
55100322296,Overcharged
55100322486,Overcharged
55100322516,Overcharged
55100322570,Overcharged
55100322871,Overcharged
55100322915,Overcharged
55100323351,Overcharged
55100323432,Overcharged
55100323486,Overcharged
55100324277,Overcharged
55100324800,Overcharged
55100325176,Overcharged
55100325893,Overcharged
55100325932,Overcharged
55100326087,Overcharged
55100326820,Overcharged
55100327053,Overcharged
55100327214,Overcharged
55100327359,Overcharged
55100327417,Overcharged
55100327438,Overcharged
55100327707,Overcharged
55100327844,Overcharged
55100328194,Overcharged
55100328199,Overcharged
55100328215,Overcharged
55100328249,Overcharged
55100328262,Overcharged
55100328365,Overcharged
55100328407,Overcharged
55100328435,Overcharged
55100328642,Overcharged
55100328696,Overcharged
55100328831,Overcharged
55100328867,Overcharged
55100328933,Overcharged
55100328978,Overcharged
55100329149,Overcharged
55100329151,Overcharged
55100329494,Overcharged
55100329507,Overcharged
55100329845,Overcharged
55100329864,Overcharged
55100330309,Overcharged
55100330477,Overcharged
55100330727,Overcharged
55100331213,Overcharged
55100331774,Overcharged
55100331959,Overcharged
55100332000,Overcharged
55100332060,Overcharged
55100332702,Overcharged
55100332753,Overcharged
55100332865,Overcharged
55100332934,Overcharged
55100332955,Overcharged
55100333251,Overcharged
55100333292,Overcharged
55100333323,Overcharged
55100333474,Overcharged
55100333704,Overcharged
55100333728,Overcharged
55100333889,Overcharged
55100334048,Overcharged
55100334919,Overcharged
55100335001,Overcharged
55100335101,Overcharged
55100335157,Overcharged
55100335227,Overcharged
55100335674,Overcharged
55100335766,Overcharged
55100336715,Overcharged
55100337038,Overcharged
55100337348,Overcharged
55100337391,Overcharged
55100337709,Overcharged
55100337870,Overcharged
55100338317,Overcharged
55100338336,Overcharged
55100338538,Overcharged
55100338730,Overcharged
55100338733,Overcharged
55100338780,Overcharged
55100338866,Overcharged
55100339040,Overcharged
55100339206,Overcharged
55100339296,Overcharged
55100339511,Overcharged
55100340093,Overcharged
55100340267,Overcharged
55100340623,Overcharged
55100340870,Overcharged
55100340903,Overcharged
55100341199,Overcharged
55100341265,Overcharged
55100341275,Overcharged
55100341287,Overcharged
55100341556,Overcharged
55100341617,Overcharged
55100341766,Overcharged
55100342086,Overcharged
55100342108,Overcharged
55100342253,Overcharged
55100342303,Overcharged
55100342660,Overcharged
55100343080,Overcharged
55100343266,Overcharged
55100343564,Overcharged
55100343723,Overcharged
55100344115,Overcharged
55100344171,Overcharged
55100344329,Overcharged
55100344633,Overcharged
55100344839,Overcharged
55100345185,Overcharged
55100345506,Overcharged
55100345511,Overcharged
55100345610,Overcharged
55100345978,Overcharged
55100346022,Overcharged
55100346063,Overcharged
55100346260,Overcharged
55100346279,Overcharged
55100346559,Overcharged
55100346603,Overcharged
55100346625,Overcharged
55100346830,Overcharged
55100346884,Overcharged
55100347236,Overcharged
55100347775,Overcharged
55100348063,Overcharged
55100348147,Overcharged
55100348349,Overcharged
55100348410,Overcharged
55100348512,Overcharged
55100348588,Overcharged
55100348761,Overcharged
55100348919,Overcharged
55100349499,Overcharged
55100349877,Overcharged
55100350143,Overcharged
55100350363,Overcharged
55100351276,Overcharged
55100351573,Overcharged
55100351850,Overcharged
55100352067,Overcharged
55100352598,Overcharged
55100352650,Overcharged
55100352857,Overcharged
55100352861,Overcharged
55100352987,Overcharged
55100353165,Overcharged
55100354547,Overcharged
55100354603,Overcharged
55100354682,Overcharged
55100354699,Overcharged
55100354729,Overcharged
55100354756,Overcharged
55100354823,Overcharged
55100354902,Overcharged
55100355004,Overcharged
55100355036,Overcharged
55100355411,Overcharged
55100355496,Overcharged
55100355674,Overcharged
55100355889,Overcharged
55100356259,Overcharged
55100356836,Overcharged
55100356955,Overcharged
55100357029,Overcharged
55100357362,Overcharged
55100357839,Overcharged
55100358149,Overcharged
55100358480,Overcharged
55100358742,Overcharged
55100359149,Overcharged
55100359379,Overcharged
55100359384,Overcharged
55100359625,Overcharged
55100359715,Overcharged
55100360061,Overcharged
55100360138,Overcharged
55100360589,Overcharged
55100360981,Overcharged
55100361210,Overcharged
55100361520,Overcharged
55100361611,Overcharged
55100361681,Overcharged
55100361785,Overcharged
55100361997,Overcharged
55100362087,Overcharged
55100362379,Overcharged
55100362709,Overcharged
55100362907,Overcharged
55100363008,Overcharged
55100363245,Overcharged
55100363543,Overcharged
55100363675,Overcharged
55100363731,Overcharged
55100363949,Overcharged
55100364207,Overcharged
55100365092,Overcharged
55100365328,Overcharged
55100365406,Overcharged
55100365937,Overcharged
55100365961,Overcharged
55100366041,Overcharged
55100366199,Overcharged
55100366379,Overcharged
55100366427,Overcharged
55100366500,Overcharged
55100367038,Overcharged
55100367250,Overcharged
55100367481,Overcharged
55100367780,Overcharged
55100368337,Overcharged
55100368919,Overcharged
55100368963,Overcharged
55100369547,Overcharged
55100369623,Overcharged
55100369864,Overcharged
55100370799,Overcharged
55100371315,Overcharged
55100371585,Overcharged
55100371590,Overcharged
55100372912,Overcharged
55100372970,Overcharged
55100376058,Overcharged
55100378133,Overcharged
55100378172,Overcharged
55100379690,Overcharged
55100379721,Overcharged
55100379860,Overcharged
55100381048,Overcharged
55100383511,Overcharged
55100384041,Overcharged
55100384384,Overcharged
55100385328,Overcharged
55100385771,Overcharged
55100386035,Overcharged
55100386325,Overcharged
55100386951,Overcharged
55100386967,Overcharged
55100387932,Overcharged
55100388752,Overcharged
55100388841,Overcharged
55100389165,Overcharged
55100389529,Overcharged
55100389558,Overcharged
55100389693,Overcharged
55100390144,Overcharged
55100391162,Overcharged
55100391259,Overcharged
55100391320,Overcharged
55100391700,Overcharged
55100391723,Overcharged
55100391786,Overcharged
55100392085,Overcharged
55100392344,Overcharged
55100392387,Overcharged
55100392432,Overcharged
55100393208,Overcharged
55100393402,Overcharged
55100393504,Overcharged
55100393549,Overcharged
55100393765,Overcharged
55100393793,Overcharged
55100393951,Overcharged
55100394072,Overcharged
55100394176,Overcharged
55100394237,Overcharged
55100394243,Overcharged
55100394307,Overcharged
55100394515,Overcharged
55100394655,Overcharged
55100394701,Overcharged
55100394894,Overcharged
55100395055,Overcharged
55100395494,Overcharged
55100395599,Overcharged
55100395688,Overcharged
55100395748,Overcharged
55100395773,Overcharged
55100395885,Overcharged
55100395888,Overcharged
55100396039,Overcharged
55100396263,Overcharged
55100396501,Overcharged
55100396842,Overcharged
55100396874,Overcharged
55100397202,Overcharged
55100397318,Overcharged
55100397321,Overcharged
55100397462,Overcharged
55100397658,Overcharged
55100397787,Overcharged
55100397867,Overcharged
55100398141,Overcharged
55100398282,Overcharged
55100398534,Overcharged
55100398548,Overcharged
55100398602,Overcharged
55100398677,Overcharged
55100398882,Overcharged
55100398922,Overcharged
55100399107,Overcharged
55100399403,Overcharged
55100399627,Overcharged
55100399675,Overcharged
55100399901,Overcharged
55100399992,Overcharged
55100400063,Overcharged
55100400298,Overcharged
55100400388,Overcharged
55100400557,Overcharged
55100400833,Overcharged
55100400881,Overcharged
55100401027,Overcharged
55100401045,Overcharged
55100401051,Overcharged
55100401281,Overcharged
55100401292,Overcharged
55100401595,Overcharged
55100401636,Overcharged
55100401713,Overcharged
55100402164,Overcharged
55100402337,Overcharged
55100402342,Overcharged
55100402472,Overcharged
55100402587,Overcharged
55100402658,Overcharged
55100402885,Overcharged
55100403064,Overcharged
55100403133,Overcharged
55100403293,Overcharged
55100403806,Overcharged
55100403814,Overcharged
55100403964,Overcharged
55100403988,Overcharged
55100404017,Overcharged
55100404037,Overcharged
55100404100,Overcharged
55100404400,Overcharged
55100404576,Overcharged
55100404644,Overcharged
55100404709,Overcharged
55100404890,Overcharged
55100405389,Overcharged
55100405826,Overcharged
55100405856,Overcharged
55100405877,Overcharged
55100405948,Overcharged
55100406200,Overcharged
55100406621,Overcharged
55100406828,Overcharged
55100407069,Overcharged
55100407291,Overcharged
55100407417,Overcharged
55100407883,Overcharged
55100407973,Overcharged
55100408217,Overcharged
55100408271,Overcharged
55100408454,Overcharged
55100408502,Overcharged
55100408738,Overcharged
55100409045,Overcharged
55100409538,Overcharged
55100409739,Overcharged
55100409808,Overcharged
55100409895,Overcharged
55100409977,Overcharged
55100410597,Overcharged
55100411084,Overcharged
55100411609,Overcharged
55100411780,Overcharged
55100411812,Overcharged
55100411829,Overcharged
55100412045,Overcharged
55100412190,Overcharged
55100412300,Overcharged
55100412544,Overcharged
55100412650,Overcharged
55100412796,Overcharged
55100412993,Overcharged
55100413042,Overcharged
55100413138,Overcharged
55100413317,Overcharged
55100413396,Overcharged
55100413549,Overcharged
55100413615,Overcharged
55100413630,Overcharged
55100413668,Overcharged
55100413705,Overcharged
55100413772,Overcharged
55100413782,Overcharged
55100413917,Overcharged
55100414427,Overcharged
55100414536,Overcharged
55100414632,Overcharged
55100414680,Overcharged
55100414688,Overcharged
55100414888,Overcharged
55100415098,Overcharged
55100415110,Overcharged
55100415404,Overcharged
55100415586,Overcharged
55100415737,Overcharged
55100415776,Overcharged
55100415812,Overcharged
55100416060,Overcharged
55100416076,Overcharged
55100416227,Overcharged
55100416258,Overcharged
55100416378,Overcharged
55100416503,Overcharged
55100416913,Overcharged
55100417006,Overcharged
55100417123,Overcharged
55100417290,Overcharged
55100417392,Overcharged
55100417438,Overcharged
55100417467,Overcharged
55100417535,Overcharged
55100417716,Overcharged
55100418033,Overcharged
55100418038,Overcharged
55100418110,Overcharged
55100418217,Overcharged
55100418378,Overcharged
55100418393,Overcharged
55100418664,Overcharged
55100418770,Overcharged
55100419209,Overcharged
55100419311,Overcharged
55100419342,Overcharged
